PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
905100020,Split_Foyer,Residential_Low_Density,0,11235,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,OneFam,SFoyer,Average,Above_Average,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0,Typical,Typical,CBlock,Good,Typical,Av,ALQ,1,Unf,0,197,981,GasA,Typical,Y,SBrkr,1075,0,0,1075,1,0,1,0,3,1,Good,6,Typ,0,No_Fireplace,Detchd,1996.0,Unf,2,440,Typical,Typical,Paved,64,0,0,0,64,0,No_Pool,Minimum_Privacy,None,0,5,2008,WD ,Abnorml,-93.675551,42.033604,148000
905451340,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,9571,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Fair,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0,Typical,Fair,CBlock,Typical,Fair,No,Unf,7,Unf,0,1276,1276,GasA,Typical,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,Typical,5,Mod,0,No_Fireplace,Attchd,1958.0,Unf,1,350,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,COD,Abnorml,-93.667209,42.023916,60000
527359070,Two_Story_1946_and_Newer,Residential_Low_Density,80,10480,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,400,803,GasA,Typical,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,Typical,8,Typ,1,Good,Attchd,1976.0,RFn,2,483,Typical,Typical,Paved,0,69,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,-93.6341769,42.04986,205000
923275200,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,8314,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Good,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0,Typical,Typical,CBlock,Typical,Typical,Gd,ALQ,1,Unf,0,270,816,GasA,Typical,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1982.0,Unf,1,264,Typical,Typical,Paved,168,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.604146,41.98822,124500
531376010,Two_Story_1946_and_Newer,Residential_Low_Density,65,8366,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,798,798,GasA,Excellent,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2004.0,RFn,2,520,Typical,Typical,Paved,138,45,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,-93.691246,42.036525,173000
902204060,Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,One_Story,Average,Good,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,Av,GLQ,3,Unf,0,384,960,GasA,Typical,Y,FuseA,960,0,0,960,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1976.0,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.607862,42.032064,135500
528108070,Two_Story_1946_and_Newer,Residential_Low_Density,96,11308,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Excellent,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154,Excellent,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,168,1104,GasA,Excellent,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,Excellent,10,Typ,1,Good,Attchd,2008.0,Fin,3,836,Typical,Typical,Paved,0,102,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.652863,42.062942,335000
528435070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410,Good,Typical,PConc,Good,Good,Av,Unf,7,Unf,0,1588,1588,GasA,Excellent,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2006.0,RFn,3,825,Typical,Typical,Paved,144,45,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,-93.642344,42.054157,227000
908188130,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,2522,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,970,970,GasA,Excellent,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Good,7,Maj1,0,No_Fireplace,Detchd,2004.0,Unf,2,380,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Normal,-93.669985,42.01881,130000
531379050,Two_Story_1946_and_Newer,Residential_Low_Density,43,11492,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,276,913,GasA,Excellent,Y,SBrkr,913,1209,0,2122,1,0,2,1,4,1,Good,8,Typ,1,Typical,Attchd,1997.0,RFn,2,559,Typical,Typical,Paved,0,74,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,-93.689136,42.036852,220000
