909428120,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,21000,Pave,No_Alley_Access,Regular,Bnk,AllPub,Corner,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Above_Average,Average,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184,Typical,Good,CBlock,Good,Typical,Mn,ALQ,1,Rec,869,905,1809,GasA,Typical,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,Good,7,Typ,2,Good,Basment,1953.0,Unf,2,450,Typical,Typical,Paved,166,120,192,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2007,COD,Abnorml,-93.639393,42.01265,217000
909427230,Two_Story_1945_and_Older,Residential_Low_Density,66,9042,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Good,Excellent,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0,Excellent,Good,Stone,Typical,Good,No,GLQ,3,Unf,0,877,1152,GasA,Excellent,Y,SBrkr,1188,1152,0,2340,0,0,2,0,4,1,Good,9,Typ,2,Good,Attchd,1941.0,RFn,1,252,Typical,Typical,Paved,0,60,0,0,0,0,No_Pool,Good_Privacy,Shed,2500,5,2010,WD ,Normal,-93.642793,42.014682,266500
907135260,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,57,9245,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Average,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,304,990,GasA,Excellent,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1996.0,Unf,2,672,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Normal,-93.691612,42.019153,145000
908152100,Split_or_Multilevel,Residential_Low_Density,72,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,410,1041,GasA,Excellent,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,Typical,6,Typ,1,Fair,Detchd,1977.0,Unf,1,352,Typical,Typical,Paved,296,0,0,0,0,0,No_Pool,Good_Wood,None,0,10,2009,WD ,Abnorml,-93.675248,42.018928,125000
534451150,One_Story_1945_and_Older,Residential_Low_Density,55,5350,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_Story,Fair,Poor,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,Typical,Poor,CBlock,Typical,Typical,No,Unf,7,Unf,0,728,728,GasA,Excellent,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fair,6,Mod,0,No_Fireplace,No_Garage,nan,No_Garage,0,0,No_Garage,No_Garage,Paved,263,0,0,0,0,0,No_Pool,Good_Wood,Shed,450,5,2010,WD ,Normal,-93.629313,42.035482,76500
907131070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8685,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,579,1425,GasA,Excellent,Y,SBrkr,1425,0,0,1425,1,0,2,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1998.0,RFn,2,591,Typical,Typical,Paved,0,130,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.690363,42.0209,193000
534430050,One_Story_1945_and_Older,Residential_Low_Density,60,8550,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Very_Good,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,242,816,GasA,Excellent,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,Typical,4,Typ,1,Fair,Attchd,1949.0,Unf,1,240,Typical,Typical,Paved,228,0,40,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2006,WD ,Normal,-93.62357,42.039195,129800
535454100,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Artery,Norm,OneFam,One_and_Half_Fin,Below_Average,Good,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,832,832,GasA,Typical,Y,FuseF,832,629,0,1461,0,0,2,0,4,1,Typical,6,Typ,0,No_Fireplace,Detchd,1949.0,Unf,1,384,Typical,Typical,Paved,0,204,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,-93.609945,42.0347542,133500
527455050,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2364,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Above_Average,Average,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,484,804,GasA,Typical,Y,SBrkr,804,744,0,1548,0,1,2,1,3,1,Typical,7,Typ,1,Typical,Detchd,1978.0,Unf,2,440,Typical,Typical,Paved,108,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.625688,42.05009,147000
906223080,Two_Story_1946_and_Newer,Residential_Low_Density,85,10560,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Good,PConc,Good,Good,No,GLQ,3,Unf,0,605,1079,GasA,Excellent,Y,SBrkr,1079,800,0,1879,1,0,2,1,3,1,Good,8,Typ,1,Typical,Attchd,1993.0,RFn,2,473,Typical,Typical,Paved,400,100,144,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2009,WD ,Normal,-93.682025,42.030623,239900
