908225290,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,11767,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Average,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Fair,Typical,Mn,Rec,6,Unf,0,0,1078,GasA,Typical,Y,FuseA,1368,0,0,1368,1,0,1,0,3,1,Typical,6,Min1,0,No_Fireplace,Attchd,1950.0,RFn,1,195,Typical,Typical,Paved,0,41,211,0,0,0,No_Pool,No_Fence,Shed,900,6,2009,WD ,Normal,-93.664685,42.020321,120000
528344060,Two_Story_1946_and_Newer,Residential_Low_Density,78,12011,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,130,1086,GasA,Excellent,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,1998.0,RFn,2,592,Typical,Typical,Paved,208,75,0,0,374,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.65227,42.053154,280000
535154080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,834,1442,GasA,Good,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,1958.0,RFn,1,301,Typical,Typical,Paved,0,0,275,0,0,0,No_Pool,No_Fence,Shed,500,4,2007,COD,Normal,-93.615281,42.043946,157900
906223060,Two_Story_1946_and_Newer,Residential_Low_Density,75,9317,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137,Good,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,227,740,GasA,Excellent,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,1993.0,Unf,2,425,Typical,Typical,Paved,234,72,192,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.681063,42.030625,213000
902206220,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,69,11851,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Average,Good,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,BrkTil,Typical,Typical,No,BLQ,2,Unf,0,247,1027,GasA,Excellent,Y,SBrkr,1027,606,0,1633,0,0,1,0,3,1,Good,7,Typ,1,Good,Detchd,1948.0,Unf,1,240,Typical,Typical,Paved,0,100,126,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,-93.610466,42.030383,129000
906201021,Split_or_Multilevel,Residential_Low_Density,74,10778,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,OneFam,SLvl,Good,Above_Average,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,ALQ,286,308,1054,GasA,Good,Y,SBrkr,1061,0,0,1061,1,0,1,1,1,1,Good,4,Typ,0,No_Fireplace,Attchd,1990.0,Unf,2,462,Typical,Typical,Paved,114,36,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.684708,42.034183,162000
909254150,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,53,5362,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Average,Above_Average,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,661,661,GasA,Excellent,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,Typical,8,Typ,1,Good,Detchd,1985.0,Unf,2,552,Typical,Typical,Paved,242,0,81,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,-93.646289,42.016853,139000
905300020,Split_or_Multilevel,Residential_Low_Density,0,10200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,SLvl,Average,Very_Good,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Good,PConc,Good,Typical,Av,ALQ,1,Unf,0,160,864,GasA,Excellent,Y,SBrkr,904,0,0,904,0,0,1,0,3,1,Good,5,Typ,0,No_Fireplace,More_Than_Two_Types,1979.0,Unf,3,912,Typical,Typical,Paved,143,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2008,WD ,Normal,-93.678125,42.029453,144000
908225170,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,56,6931,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwoFmCon,One_Story,Below_Average,Average,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,0,784,GasA,Typical,N,FuseP,784,0,0,784,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,No_Garage,nan,No_Garage,0,0,No_Garage,No_Garage,Paved,112,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,-93.661895,42.020112,91900
902402130,Two_Story_1945_and_Older,Residential_Medium_Density,60,7740,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Below_Average,Good,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Fair,Typical,No,Unf,7,Unf,0,622,622,GasA,Good,Y,SBrkr,741,622,0,1363,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1966.0,Unf,2,528,Typical,Typical,Paved,0,0,0,0,168,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,-93.607238,42.028164,125500
