PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
903430040,One_and_Half_Story_Unfinished_All_Ages,Residential_Medium_Density,40,5680,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,Below_Average,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,592,592,GasA,Typical,N,FuseA,933,240,0,1173,0,0,2,0,3,1,Typical,7,Typ,0,No_Fireplace,Detchd,1920.0,Unf,1,240,Typical,Fair,Paved,0,25,77,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2007,WD ,AdjLand,-93.622147,42.02752,113000
908152070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7917,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Above_Average,Good,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,Typical,Good,CBlock,Typical,Good,No,BLQ,2,Unf,0,392,1143,GasA,Typical,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,Typical,6,Typ,1,Fair,Attchd,1987.0,RFn,1,504,Typical,Good,Paved,370,30,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2007,WD ,Normal,-93.67525,42.019902,148000
902304060,Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,Two_Story,Average,Average,1920,1960,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Rec,6,Unf,0,739,973,GasA,Typical,Y,FuseP,1377,973,0,2350,0,0,2,0,4,2,Typical,10,Typ,0,No_Fireplace,More_Than_Two_Types,1930.0,Unf,2,393,Typical,Typical,Paved,0,0,219,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,-93.617386,42.028287,130000
906426090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,36500,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Mod,Clear_Creek,Norm,Norm,OneFam,One_Story,Average,Average,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621,Typical,Good,CBlock,Typical,Typical,Av,Rec,6,Unf,0,812,1624,GasA,Fair,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,1964.0,Unf,2,390,Typical,Typical,Dirt_Gravel,168,198,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.681349,42.028168,190000
911370410,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,64,5587,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,120,1600,GasA,Excellent,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Good,5,Typ,1,Good,Attchd,2008.0,Fin,2,482,Typical,Typical,Paved,162,53,0,153,0,0,No_Pool,No_Fence,None,0,11,2008,New,Partial,-93.616242,42.009326,392500
909101060,One_Story_1945_and_Older,Residential_Low_Density,45,8248,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Fair,Fair,1914,1950,Gable,CompShg,Stucco,Stucco,None,0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Unf,0,823,864,GasA,Typical,N,FuseF,864,0,0,864,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,No_Garage,nan,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,0,100,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,-93.656735,42.022089,67000
532353020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,9750,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,Average,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,BLQ,884,28,980,GasA,Good,Y,SBrkr,980,0,0,980,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1969.0,Unf,2,400,Typical,Typical,Paved,0,28,0,0,0,0,No_Pool,Minimum_Privacy,None,0,11,2009,WD ,Normal,-93.676364,42.035806,110000
533223050,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,5105,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,FR2,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Good,Average,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,312,551,GasA,Excellent,Y,SBrkr,551,551,0,1102,0,0,2,1,2,1,Good,4,Typ,0,No_Fireplace,Detchd,2004.0,Unf,2,480,Typical,Typical,Paved,0,60,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.645482,42.046405,148800
903225140,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,5000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Feedr,Norm,OneFam,One_and_Half_Fin,Average,Good,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,72,672,GasA,Excellent,Y,SBrkr,832,378,0,1210,0,0,1,0,3,1,Good,6,Typ,0,No_Fireplace,Detchd,1941.0,Unf,1,240,Typical,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,-93.625584,42.033568,124000
528235130,Two_Story_1946_and_Newer,Residential_Low_Density,74,9056,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Excellent,Good,Av,Unf,7,Unf,0,707,707,GasA,Excellent,Y,SBrkr,707,707,0,1414,0,0,2,1,3,1,Good,6,Typ,1,Good,Attchd,2004.0,Fin,2,403,Typical,Typical,Paved,100,35,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,-93.6436049,42.059803,178000
