PID,Sale_Price
908276150,111919.4
903451090,148976.9
527110080,185786.9
535457010,137851.8
903484020,137839.4
905479110,124931.1
527452310,131556.6
528228445,191127.9
923225370,94933.1
528344040,352993.2
532377050,146280.2
535176050,146183.2
906340100,325353.0
533212050,164750.7
909428180,200458.1
535379110,137440.2
534250400,182617.8
527450520,98482.1
527452150,138640.9
903225040,134890.9
911370410,291254.3
905226080,150387.3
914467050,213070.0
908152260,154988.0
534451170,86853.4
923228310,89753.7
910201180,155786.0
534476100,139689.0
923225080,119761.6
906223210,241635.2
905480150,79301.1
903452090,117661.0
527208010,330447.2
906426090,185709.5
903231090,134780.3
535152280,147347.2
528458180,217791.0
532354060,129256.1
909279040,97621.8
527353060,251012.3
916176030,148602.9
533110130,275033.1
911370450,375057.3
528118110,293712.0
528228270,172426.1
905480240,74681.4
914460020,214853.0
534428060,147546.4
534252240,160646.5
908102050,108378.0
914475030,160919.4
533221040,180002.9
535451170,90157.5
905451340,114440.4
528118040,427065.7
903200080,228179.3
527162110,195306.9
535381040,149437.5
528174020,200843.1
534400290,173218.4
903206070,151292.2
533252130,217958.7
906382030,229506.6
535327200,133327.1
535455080,105480.3
527354160,177316.2
902207120,89177.0
909282060,199532.3
902109140,124694.3
902206270,136996.4
533250050,240344.5
909452050,226136.0
527212060,349537.5
906394060,194325.0
534401120,163377.9
528435010,235933.8
528315080,272613.2
909275030,146864.3
528102010,379875.2
907200290,159687.5
902300260,131918.8
528150110,389026.9
535450100,125076.2
907285010,236393.4
533253210,166029.3
527301280,173871.4
905478140,142459.0
902204080,80025.8
907201280,138395.1
905476170,86049.7
923228210,80068.3
534226120,129079.1
527301170,214913.4
535453040,134649.0
535150300,261972.1
528363020,331826.3
907265100,214643.8
910200060,134465.8
532376160,136748.2
908204180,78055.8
909282130,146258.3
528326110,290901.5
534176230,148041.9
527302210,221150.5
526355170,247472.3
535305180,134552.2
905452150,137732.0
902201090,136024.6
527452190,127541.7
908275280,135038.3
527402210,138793.2
921126010,312515.8
905109130,328110.9
535425070,157636.2
905200290,165351.7
533253060,154986.3
535179050,145998.2
903476100,86386.3
533135020,214906.2
527403120,100392.3
528429080,264006.1
528354100,279501.8
902427150,110963.3
527226040,175533.4
924100060,173101.4
531452180,195541.1
907252050,214695.0
903236200,113085.8
910201130,116936.7
909100080,104026.3
535402010,189759.2
528186100,321522.7
905225020,204555.7
905201110,183754.4
527158090,159985.5
528175010,203479.8
902401010,109029.1
534251320,166862.8
902109120,121053.3
528290170,192666.8
534252060,139516.6
905475510,114043.1
527425060,97012.2
534201130,125356.7
526302110,127726.9
903430050,117030.0
902110130,107921.4
534401110,140983.4
528231020,184185.2
531479020,72017.2
905403060,109269.0
916326010,213444.0
527365030,220672.2
528228295,223637.0
527455250,128614.5
916403040,174089.6
527252090,277406.6
908225240,113028.3
528228285,164289.8
908178050,228967.3
916326040,169962.3
916380060,275623.4
903204010,108049.7
528144020,220304.0
906204230,219030.6
528168030,301905.2
531369060,191676.9
535451100,120954.0
906380010,200083.6
527450460,103377.3
534277070,122793.6
532353050,139429.8
527105140,225158.2
908102330,118904.1
907135230,159026.0
908250030,81980.6
902103090,111471.9
528458120,263188.6
535425060,176455.1
527404100,125090.7
905475160,125396.0
902100010,110643.2
534202020,132282.8
533251110,257227.0
528435050,284156.5
914476130,152014.4
924100050,139793.1
909428280,297128.6
906230020,267246.0
923230180,128602.1
907420090,193460.5
534250010,146967.7
532353020,110125.2
906380180,198324.0
531363020,132947.7
906230010,269423.0
923225300,90004.1
527252050,277147.1
923225440,85019.1
907280090,211110.8
527183030,190064.7
535402220,183825.2
532376250,122709.3
914474020,208715.4
907275090,226899.4
528138030,354879.8
908154195,185066.1
527402240,152981.8
903228150,132032.7
531451020,192825.8
909275250,152376.2
903484080,50013.7
534202170,142950.5
906225180,196435.3
916460110,203383.9
528174010,194588.8
528228360,199525.1
903233140,113856.1
535153150,160434.3
533212020,149636.2
909428170,235938.7
534129060,213159.8
527163080,158503.3
908275290,124962.3
903201020,127783.6
528431110,296397.2
903454060,54828.1
903206120,184182.4
527131110,253409.8
906203120,272695.8
908102140,130668.0
527107210,205698.9
923204140,147346.4
527427200,200954.6
528186170,219568.5
906226070,118912.7
527357110,140625.8
534278170,139064.6
534427090,102158.6
905451390,155773.8
534152120,167932.6
535179120,115992.7
528435060,251532.8
534427140,147225.2
903429110,140934.9
535105110,152030.8
528366070,262586.4
534129040,218229.1
535454070,124833.4
903429080,155008.6
906226090,140089.4
534479130,142000.4
527451290,92218.3
527106150,200861.7
916253320,208031.4
916455010,203981.6
907201220,139978.9
908188150,170554.8
527325090,191981.0
906402070,254082.3
909101010,110405.8
528221100,168035.4
528480170,264641.8
906475110,193224.9
903228080,131035.4
528228575,264535.6
907227080,123007.0
905109170,238146.4
528228545,167288.4
534275010,132361.6
903425340,113436.7
902128160,125677.8
533215040,227781.6
911202100,84821.4
528456230,210187.9
535353160,138068.4
902100030,87249.2
528174070,205161.0
528445070,247732.3
902105060,119532.6
909101140,141633.6
532354160,120415.9
528138060,213845.3
527107090,177888.6
904100090,165617.3
528458130,324802.7
535477130,169405.6
533223010,176968.8
528108140,412415.1
907202130,151223.7
527131030,259132.4
527453010,155356.4
907280170,210038.4
528172030,290877.1
905480210,107957.7
902402010,138342.8
528228555,176400.1
902404010,140421.6
907253110,230481.4
906204150,262099.8
910201050,133949.8
528174030,197185.5
532476050,259544.5
907265030,243394.6
902109160,122291.3
903231240,87970.9
902103150,122681.5
528174040,197572.5
916125425,211240.3
531478010,112838.5
916403250,213524.0
923252080,126268.7
534175140,140470.6
902201120,106927.6
534276190,106971.8
906392090,286946.5
916402015,184998.2
905103110,122961.4
907203090,110021.7
903205085,143973.4
528110080,350642.3
903225140,124046.7
903458110,89513.0
535325350,133645.4
528439010,246866.3
535355100,112971.6
905100060,130023.9
903231080,112053.6
902300110,117360.1
527451460,107965.8
535475010,150898.9
528174050,194914.2
527450250,99933.6
905351089,193450.5
535175050,141240.2
923226270,91069.2
908226120,98767.8
531375130,161025.8
905401020,255080.0
527356050,152023.4
534478140,118493.3
531375120,155173.8
908201100,79136.7
535383060,59869.6
534250370,265676.1
528116010,344667.6
921126030,298612.2
531375100,167010.2
535150210,139504.6
535327160,117032.3
528228440,191809.3
528120170,280213.6
527325110,180949.7
528108010,269609.4
909251170,137503.5
528250020,194714.9
527105060,195731.6
534426110,124639.3
534201250,170682.9
907200170,132303.4
908102170,142834.0
535126100,152242.0
533251130,209040.5
532354090,141813.3
905427070,211268.5
528250010,166247.1
905101490,138993.9
527107010,173134.0
534204120,147887.8
528480100,189910.2
535376010,98651.3
908102260,152963.3
534104100,204863.6
909250220,134989.9
923252075,139571.5
528480040,260019.4
903206160,167372.0
527106050,165080.7
910226060,139054.1
902207080,125606.9
535376100,115775.6
535450160,91253.8
908186070,140113.7
528385050,259977.0
903200050,99997.7
903232030,89462.3
527163100,187935.3
907255020,259455.6
528488120,186218.5
527328050,159712.4
907192090,226887.7
907135170,150166.9
905201090,168020.3
905107240,180038.8
907126030,158059.2
902128150,145022.8
527132090,239831.2
534402060,157231.1
531477040,140774.1
903430060,123644.2
907254050,211520.7
902110080,134559.9
534451130,95473.4
528363110,376198.2
903430040,112889.8
902306120,127347.8
528290060,151004.7
907202220,123824.5
907192120,225502.4
924100040,212320.4
527368010,218041.0
1007100110,104640.9
902405100,158437.9
527216050,437810.3
527378140,142293.2
528228430,208973.7
526353030,253119.3
528429110,253163.4
916455120,227910.7
535353130,121719.3
910205130,151988.6
535477090,136767.6
907251100,254357.2
527146135,317552.4
902328100,159362.2
535180120,132898.0
528315090,329624.2
532353030,146084.2
533130160,298023.0
531382070,254138.5
909455060,152536.6
909452114,207183.0
909276200,159979.7
527451540,99433.3
527455080,137955.7
528228550,160529.3
903236130,200010.3
527453070,137495.5
535454030,79679.1
907131060,171893.5
535425010,231855.2
534176250,140086.1
